id,ra,dec,z,d_c,z_v,d_c_v,x_c,y_c,z_c,vx,vy,vz,vr,log_m,z_s,bulge_length,bulge_axis_ratio,bulge_angle,disk_length,disk_angle,disk_axis_ratio,ra_mag,dec_mag,Mass,
21030656,1.417544,2.566462,1.32562,2925.53,1.32648,2926.83,72.3,2921.7,131,-431,123,-32,110.8,11.35,1.3265,0.0574304,0.285612,157.124,0.35859,157.124,0.285612,1.407308,2.555662,2.23872E+11,
21030784,1.135041,2.415266,1.32894,2930.58,1.32941,2931.28,58,2927.4,123.5,-103,64,-55,59.6,11.347,1.3294,0.00895897,0.246041,160.459,0.0977252,160.459,0.246041,1.120325,2.404284,2.22331E+11,
21030912,1.311153,2.924199,1.32117,2918.76,1.32111,2918.67,66.7,2914.2,148.9,-247,2,-79,-7.7,11.748,1.3211,0.0064448,0.840401,59.2387,0.241653,59.2387,0.840401,1.301917,2.910912,5.59758E+11,
21032064,1.572062,2.468824,1.32838,2929.72,1.33044,2932.85,80.3,2925.9,126.2,-603,286,-89,265.3,11.566,1.3304,0.0902376,0.889494,141.846,0.445445,141.846,0.889494,1.5598,2.462123,3.68129E+11,
21032192,2.036288,2.426032,1.3271,2927.78,1.32759,2928.53,103.94,2923.31,123.93,-623,339,-806,63.8,13.411,1.3276,0.107181,0.503276,-57.1794,0.489764,-57.1794,0.503276,2.021147,2.422741,2.57632E+13,
21032576,2.627412,2.123367,1.32394,2922.98,1.32593,2926.01,133.9,2917.9,108.3,-145,265,-18,257.2,11.353,1.3259,7.06E-04,0.123002,171.084,0.0921295,171.084,0.123002,2.609989,2.120177,2.25424E+11,
21032704,2.627229,2.57767,1.33189,2935.05,1.32961,2931.59,134.4,2929,132,-305,-268,-286,-294.3,11.476,1.3296,0.672422,0.503053,135.142,0,135.142,0.503053,2.610179,2.575125,2.99226E+11,
21032832,2.854592,2.285037,1.32986,2931.97,1.32643,2926.76,145.9,2926,116.9,-489,-412,-155,-441.7,11.505,1.3264,0.0366443,0.980773,37.1288,0.324262,37.1288,0.980773,2.838171,2.282208,3.1989E+11,
23855232,0.321462,0.216935,1.31232,2905.27,1.31421,2908.15,16.3,2905.2,11,-200,246,-186,244.2,11.568,1.3142,0.0348002,0.893308,-168.436,0.248,-168.436,0.893308,0.307163,0.209681,3.69828E+11,
23855360,0.692321,1.019611,1.31239,2905.37,1.3164,2911.5,35.1,2904.7,51.7,-248,523,-37,519.2,12.496,1.3164,0.0131306,0.233748,172.32,0.624164,172.32,0.233748,0.67154,1.004997,3.13329E+12,
23855488,0.021715,1.367779,1.31099,2903.23,1.31382,2907.56,1.1,2902.4,69.3,-23,360,300,367,11.543,1.3138,0.00372413,0.511066,-24.2348,0.228606,-24.2348,0.511066,0.008785,1.350601,3.4914E+11,
23855616,0.531159,1.855421,1.311,2903.25,1.3121,2904.93,26.9,2901.6,94,-55,144,-29,142.5,12.186,1.3121,0.00231919,0.383074,161.905,0.186156,161.905,0.383074,0.514783,1.839213,1.53462E+12,
23855744,1.567085,1.491563,1.31174,2904.37,1.3124,2905.38,79.4,2902.3,75.6,28,83,87,86,11.328,1.3124,0.029512,0.813845,54.3399,0.291188,54.3399,0.813845,1.549629,1.481025,2.12814E+11,
23855872,1.49174,1.730093,1.30987,2901.51,1.3119,2904.61,75.5,2899.2,87.6,52,260,67,263.2,11.861,1.3119,0.00393136,0.887575,-87.1768,0.3347,-87.1768,0.887575,1.474307,1.717364,7.26106E+11,
23856000,2.476262,0.503376,1.31053,2902.52,1.31018,2901.99,125.4,2899.7,25.5,47,-46,-118,-45,12.546,1.3102,0.261944,0.84994,-150.925,0,-150.925,0.84994,2.458484,0.491827,3.5156E+12,
23856128,2.716414,0.215148,1.31091,2903.1,1.30838,2899.23,137.58,2899.82,10.9,-76,-72,39,-328,11.618,1.3084,0.0319664,0.786022,-136.887,0.16363,-136.887,0.786022,2.697787,0.205751,4.14954E+11,
23856256,2.832376,0.676229,1.31297,2906.25,1.31307,2906.4,143.6,2902.5,34.3,139,5,64,12.6,11.39,1.3131,0.00921569,0.330328,-77.0971,0.291818,-77.0971,0.330328,2.810966,0.661582,2.45471E+11,
23856384,1.912772,1.564316,1.30967,2901.2,1.30969,2901.23,96.8,2898.5,79.2,-199,9,12,2.7,11.905,1.3097,0.0282549,0.522344,166.286,0.593706,166.286,0.522344,1.891848,1.554379,8.03526E+11,
23856512,2.275051,1.602173,1.30929,2900.62,1.31207,2904.87,115.1,2897.2,81.1,-557,393,-353,360.6,11.8,1.3121,0.0312555,0.422022,-99.1049,0.495248,-99.1049,0.422022,2.251512,1.592209,6.30957E+11,
23856640,1.840861,2.2817,1.31123,2903.6,1.31187,2904.57,93.2,2899.8,115.6,-315,98,-138,82.3,11.511,1.3119,0.0278212,0.322966,17.9808,0.312122,17.9808,0.322966,1.826658,2.270668,3.2434E+11,
23856768,2.533105,1.47207,1.31143,2903.89,1.3121,2904.93,128.3,2900.1,74.6,-504,110,-3,87.5,11.682,1.3121,0.00177927,0.680795,132.957,0.267012,132.957,0.680795,2.511473,1.46095,4.80839E+11,
23856896,2.519712,2.127364,1.31327,2906.71,1.3147,2908.89,127.7,2901.9,107.9,-306,208,-247,185,11.626,1.3147,0.0152384,0.72135,-48.8332,0.0794156,-48.8332,0.72135,2.501363,2.125659,4.22669E+11,
23857152,0.571259,2.92289,1.31046,2902.42,1.3128,2906,28.9,2898.5,148,-309,305,40,303.6,11.5,1.3128,0.0256524,0.801462,106.591,0.151158,106.591,0.801462,0.553668,2.908731,3.16228E+11,
23857408,0.968748,2.572926,1.31349,2907.05,1.31461,2908.75,49.1,2903.7,130.5,-310,158,-173,144.8,12.023,1.3146,0.0141179,0.691983,-65.4502,0.355354,-65.4502,0.691983,0.957284,2.560202,1.05439E+12,
23857536,1.182389,2.839942,1.31306,2906.39,1.31433,2908.34,59.9,2902.2,144,-170,168,22,165.3,12.698,1.3143,0.0167101,0.362267,47.5923,0.153334,47.5923,0.362267,1.171872,2.827036,4.98884E+12,
23858688,1.491941,2.965884,1.30926,2900.57,1.30964,2901.16,75.42,2895.71,150.08,218,28,132,49.4,13.109,1.3096,0.0485347,0.655957,118.312,0.819264,118.312,0.655957,1.485211,2.953908,1.28529E+13,
23858944,2.93193,2.636309,1.31731,2912.88,1.31487,2909.16,148.83,2905.99,133.98,148,-155,-216,-315.4,12.891,1.3149,0.0054362,0.488816,-104.037,0.165467,-104.037,0.488816,2.915601,2.63533,7.78037E+12,
23859584,0.165077,0.316395,1.31906,2915.56,1.32208,2920.16,8.4,2915.5,16.1,193,389,79,390,11.369,1.3221,0.0335809,0.353404,-127.186,0.441609,-127.186,0.353404,0.151193,0.309383,2.33884E+11,
23859712,0.145476,0.878666,1.31472,2908.93,1.3205,2917.74,7.39,2908.58,44.61,-114,508,-171,747.1,12.507,1.3205,0.0575813,0.606989,102.289,0.460312,102.289,0.606989,0.129612,0.862866,3.21366E+12,
23859840,0.584349,0.842018,1.31704,2912.47,1.31871,2915.02,29.7,2912,42.8,-280,216,228,216.5,12.473,1.3187,0.0715886,0.384923,143.078,0.311657,143.078,0.384923,0.566367,0.828214,2.97167E+12,
23859968,0.644654,0.977708,1.31333,2906.81,1.31663,2911.84,32.7,2906.2,49.6,-8,419,456,426.6,12.465,1.3166,0.0145611,0.326698,75.3381,0.484908,75.3381,0.326698,0.625406,0.964513,2.91743E+12,
23860096,0.137896,1.132566,1.31482,2909.08,1.31788,2913.76,7,2908.5,57.5,30,390,347,396.9,12.173,1.3179,0.00273161,0.492163,-7.20781,0.0893237,-7.20781,0.492163,0.123607,1.11719,1.48936E+12,
23860224,0.165213,1.486585,1.3181,2914.09,1.31841,2914.57,8.4,2913.1,75.6,-335,47,-229,40.1,11.684,1.3184,0.00461269,0.328385,18.0404,0.108525,18.0404,0.328385,0.150689,1.467312,4.83059E+11,
23860352,0.208319,1.527797,1.31438,2908.41,1.3145,2908.59,10.57,2907.35,77.54,49,-330,-76,15.4,12.888,1.3145,7.30E-04,0.543794,108.631,0.199338,108.631,0.543794,0.193593,1.508095,7.72681E+12,
23860480,0.930324,1.26105,1.31767,2913.43,1.3183,2914.39,47.29,2912.34,64.12,242,-146,109,81.5,12.859,1.3183,0.0136787,0.540721,172.062,0.162299,172.062,0.540721,0.910005,1.249514,7.2277E+12,
23860608,1.436275,1.536089,1.31769,2913.46,1.31774,2913.53,73,2911.5,78.1,43,-2,264,6.2,11.409,1.3177,0.124592,0.618196,-88.4756,0.562923,-88.4756,0.618196,1.417925,1.524969,2.56448E+11,
23860736,1.515836,1.768621,1.31901,2915.48,1.3223,2920.49,77.09,2913.07,89.98,119,185,68,425,13.541,1.3223,0.0222601,0.877891,177.168,0.646636,177.168,0.877891,1.498809,1.755975,3.47536E+13,
23860864,1.577905,1.00049,1.31499,2909.35,1.31438,2908.41,80.1,2907.8,50.8,-66,-89,647,-79.5,11.455,1.3144,0.0249726,0.602789,-144.227,0.309602,-144.227,0.602789,1.556991,0.988231,2.85102E+11,
23860992,2.737805,0.669917,1.3197,2916.53,1.32007,2917.08,139.3,2913,34.1,195,36,165,47.2,11.664,1.3201,0.131212,0.309351,-31.5875,0,-31.5875,0.309351,2.717649,0.655679,4.61318E+11,
23861120,2.139467,1.673671,1.3156,2910.27,1.31826,2914.33,108.6,2907,85,-40,351,-176,344,11.902,1.3183,0.0486002,0.747496,-93.0631,2.32199,-93.0631,0.747496,2.117236,1.663836,7.97995E+11,
23861248,1.81874,2.126434,1.31763,2913.37,1.31858,2914.82,92.4,2909.9,108.1,-470,146,-220,122.8,11.651,1.3186,0.0347801,0.370924,163.006,0.254596,163.006,0.370924,1.802108,2.115666,4.47713E+11,
23861376,2.419648,1.181719,1.31497,2909.31,1.31811,2914.11,122.8,2906.1,60,-410,418,315,406.7,12.269,1.3181,0.0249065,0.571016,-128.185,0.578133,-128.185,0.571016,2.396719,1.171456,1.8578E+12,
23861504,2.738822,2.054978,1.31615,2911.12,1.3206,2917.9,139.01,2905.92,104.39,-78,346,38,574.7,12.546,1.3206,0.0954269,0.56732,140.99,0.508335,140.99,0.56732,2.722496,2.052648,3.5156E+12,
23861632,0.198899,2.824173,1.31772,2913.5,1.31778,2913.61,10.1,2909.95,143.55,-74,-477,159,8.7,13.646,1.3178,0.0340014,0.622382,-8.76223,0.163767,-8.76223,0.622382,0.182727,2.811215,4.42588E+13,
23861760,0.398776,2.849066,1.31709,2912.55,1.31698,2912.38,20.25,2908.88,144.77,114,-368,621,-14.6,13.433,1.317,0.152573,0.306535,-144.035,0,-144.035,0.306535,0.379656,2.835837,2.71019E+13,
23861888,1.080367,2.318729,1.31811,2914.1,1.31971,2916.55,54.9,2911.2,117.9,-121,214,-105,207.3,11.974,1.3197,0.0206472,0.868492,-154.144,0.193798,-154.144,0.868492,1.065867,2.306098,9.4189E+11,
23862400,1.535237,2.338673,1.31789,2913.77,1.31971,2916.54,78,2910.3,118.9,-513,256,-180,234.6,12.442,1.3197,0.00618463,0.840696,43.2772,0.132827,43.2772,0.840696,1.521153,2.331168,2.76694E+12,
23862656,2.714899,2.482239,1.31949,2916.21,1.31998,2916.96,138,2910.2,126.3,271,72,-487,63.6,11.391,1.32,0.0438895,0.340543,141.843,0.219332,141.843,0.340543,2.697944,2.479411,2.46037E+11,
26653056,0.486033,0.204329,1.30121,2888.22,1.30251,2890.21,24.5,2888.1,10.3,-258,171,-148,168.3,11.879,1.3025,0.0184433,0.680229,17.1903,0.258586,17.1903,0.680229,0.47033,0.196865,7.56833E+11,
26653184,0.293934,1.108067,1.29943,2885.48,1.30344,2891.65,14.8,2884.9,55.8,-217,520,194,522.5,11.532,1.3034,0.0107332,0.622413,-120.425,0.167066,-120.425,0.622413,0.279272,1.092858,3.40408E+11,
26653312,0.385249,0.607634,1.2994,2885.43,1.30098,2887.87,19.4,2885.2,30.6,-314,209,-15,206.7,11.518,1.301,0.106599,0.405763,31.952,0,31.952,0.405763,0.366898,0.593102,3.2961E+11,
26653440,0.681666,1.042952,1.30866,2899.66,1.31263,2905.73,34.49,2898.97,52.78,-265,65,395,514.6,12.54,1.3126,0.0140221,0.59055,-111.512,0.133304,-111.512,0.59055,0.661276,1.028356,3.46737E+12,
26653568,1.360482,0.261757,1.30194,2889.34,1.30367,2892.01,68.6,2888.5,13.2,-35,226,40,225.3,11.543,1.3037,0.0583165,0.60674,149.54,0.628607,149.54,0.60674,1.339889,0.253127,3.4914E+11,
26653696,0.897562,0.907378,1.29965,2885.82,1.30153,2888.71,45.2,2885.1,45.7,196,234,482,244.6,11.548,1.3015,0.00560884,0.393821,162.503,0.146348,162.503,0.393821,0.878608,0.891501,3.53183E+11,
26653824,1.179126,1.028332,1.30359,2891.88,1.30451,2893.3,59.5,2890.8,51.9,72,118,38,120.1,11.357,1.3045,0.00198521,0.329999,94.3718,0.0175055,94.3718,0.329999,1.160534,1.01379,2.2751E+11,
26653952,1.338332,1.135736,1.30354,2891.79,1.30411,2892.67,67.53,2890.44,57.32,-6,-98,5,74.6,12.151,1.3041,0.045444,0.504953,-67.2578,0.418136,-67.2578,0.504953,1.31874,1.121596,1.41579E+12,
26654080,0.257802,1.689096,1.30269,2890.49,1.30579,2895.25,13,2889.2,85.2,-189,400,158,403.6,11.542,1.3058,0.0456421,0.551553,113.392,0.353994,113.392,0.551553,0.241557,1.672226,3.48337E+11,
26654208,0.492946,1.570823,1.29847,2883.99,1.30175,2889.05,24.8,2882.8,79.06,310,156,-235,427.9,13.095,1.3017,0.00126791,0.434429,-149.606,0.151197,-149.606,0.434429,0.475241,1.550534,1.24451E+13,
26654336,0.279993,1.955213,1.30043,2887.02,1.30191,2889.29,14.1,2885.3,98.5,61,190,77,192.8,12.16,1.3019,0.0136956,0.793247,-23.7257,0.292962,-23.7257,0.793247,0.263835,1.938518,1.44544E+12,
26654464,0.579909,1.97326,1.30026,2886.76,1.30268,2890.48,29.2,2884.9,99.4,-16,310,144,314.6,11.559,1.3027,0.00976583,0.356474,134.324,0.244588,134.324,0.356474,0.564032,1.95735,3.62243E+11,
26654592,1.151958,1.235101,1.29955,2885.65,1.30312,2891.15,58,2884.4,62.2,-31,466,8,465.3,11.541,1.3031,0.0194693,0.782494,130.795,1.94727,130.795,0.782494,1.135269,1.220792,3.47536E+11,
26654720,1.165943,1.61354,1.30292,2890.84,1.30505,2894.12,58.8,2889.1,81.4,-270,287,-154,277,12.7,1.3051,0.0274586,0.336052,-80.8816,0.271634,-80.8816,0.336052,1.14997,1.601609,5.01187E+12,
26654848,1.322463,1.278583,1.30568,2895.09,1.30719,2897.41,66.8,2893.6,64.6,84,191,148,196.1,11.327,1.3072,0.00646285,0.804401,-29.7221,0.30896,-29.7221,0.804401,1.304375,1.266543,2.12324E+11,
26654976,0.832723,1.828931,1.30776,2898.28,1.31111,2903.42,42.1,2896.5,92.5,-42,431,148,434.8,11.731,1.3111,0.00965136,0.385176,91.1544,0.423074,91.1544,0.385176,0.817886,1.812926,5.3827E+11,
26655104,1.178587,1.790029,1.29874,2884.42,1.30225,2889.82,59.3,2882.4,90.1,-264,467,-137,457,11.713,1.3022,0.14116,0.902006,-124.62,1.21024,-124.62,0.902006,1.162291,1.776947,5.16416E+11,
26655232,1.968978,0.274131,1.29869,2884.34,1.30035,2886.9,99.1,2882.6,13.8,103,214,-129,216.8,11.383,1.3003,0.0168888,0.775601,100.088,0.166223,100.088,0.775601,1.948062,0.264758,2.41546E+11,
26655360,2.257389,0.229623,1.30221,2889.76,1.30253,2890.25,113.82,2887.49,11.58,67,-8,-97,41.2,11.891,1.3025,0.0104477,0.778799,18.5755,0.478937,18.5755,0.778799,2.234845,0.218608,7.78037E+11,
26655488,2.365936,0.641434,1.29928,2885.24,1.29988,2886.17,119.1,2882.6,32.3,101,75,-49,78.6,11.539,1.2999,0.0446205,0.706965,14.3433,0.310816,14.3433,0.706965,2.347023,0.629444,3.45939E+11,
26655616,2.521215,0.27607,1.29901,2884.83,1.29848,2884.01,126.9,2882,13.9,245,-78,-370,-68.9,11.355,1.2985,0.0687167,0.793761,-78.011,0.23839,-78.011,0.793761,2.504276,0.265497,2.26464E+11,
26655744,2.785316,0.893652,1.30345,2891.67,1.30354,2891.8,140.5,2887.9,45.1,175,2,49,11.3,12.082,1.3035,0.598735,0.848353,-18.8234,0,-18.8234,0.848353,2.764319,0.879307,1.20781E+12,
26655872,2.577254,1.129576,1.30565,2895.04,1.3115,2904,130.15,2891.55,57.07,-143,593,12,759.5,13.533,1.3115,0.0105473,0.767404,10.6188,0.397877,10.6188,0.767404,2.553054,1.119322,3.41193E+13,
26656000,1.664086,1.596335,1.3012,2888.19,1.30796,2898.58,83.84,2885.86,80.46,-8,228,-105,879.5,12.064,1.308,0.018151,0.891443,143.31,0.67842,143.31,0.891443,1.645427,1.585404,1.15878E+12,
26656128,1.7148,1.581646,1.30784,2898.4,1.30691,2896.97,86.7,2896,80,-49,-114,-227,-121.6,12.182,1.3069,0.0641551,0.867719,109.184,0.337314,109.184,0.867719,1.695757,1.571192,1.52055E+12,
26656256,2.298845,1.521228,1.30429,2892.95,1.30761,2898.05,116,2889.6,76.8,-182,438,88,432.5,11.971,1.3076,0.00140745,0.96359,172.329,0.382718,172.329,0.96359,2.276749,1.511841,9.35406E+11,
26656384,1.627576,2.292141,1.30424,2892.88,1.30729,2897.56,82.1,2889.4,115.7,25,390,154,396.4,11.796,1.3073,0.0505701,0.379633,-75.7653,0.701194,-75.7653,0.379633,1.611769,2.281213,6.25173E+11,
26656512,2.249161,1.964262,1.30317,2891.22,1.30567,2895.08,113.4,2887.3,99.1,-437,349,-150,326.2,12.9,1.3057,0.030008,0.362799,-87.7277,0.401861,-87.7277,0.362799,2.230931,1.959984,7.94328E+12,
26656640,2.113335,2.032869,1.30758,2897.99,1.30865,2899.65,106.8,2894.2,102.8,-361,168,-405,140.1,11.852,1.3087,0.026379,0.223849,-35.7918,0.283084,-35.7918,0.223849,2.095646,2.026879,7.11214E+11,
26656768,2.432755,1.68287,1.30314,2891.19,1.30525,2894.42,122.67,2887.33,84.91,127,130,31,274.2,12.269,1.3053,0.166199,0.503447,58.3137,0,58.3137,0.503447,2.413429,1.675202,1.8578E+12,
26656896,2.66544,1.614108,1.30457,2893.38,1.30653,2896.39,134.5,2889.1,81.5,-548,290,-316,255.2,11.612,1.3065,0.0336804,0.55696,-110.49,0.529839,-110.49,0.55696,2.648014,1.609374,4.09261E+11,
26657024,2.490934,2.242572,1.29927,2885.23,1.30145,2888.58,125.3,2880.3,112.9,-301,302,-130,283.3,11.712,1.3014,0.0278404,0.486508,-128.34,0.235854,-128.34,0.486508,2.473519,2.239876,5.15229E+11,
26657152,2.874784,1.966508,1.30292,2890.84,1.30518,2894.32,144.9,2885.5,99.2,-105,297,98,294.6,11.38,1.3052,0.0200293,0.520448,126.792,0.255646,126.792,0.520448,2.8584,1.964232,2.39883E+11,
26657280,0.214739,2.36674,1.29852,2884.08,1.29807,2883.39,10.8,2881.6,119.1,302,-63,72,-58.8,11.388,1.2981,0.0436316,0.37731,-113.533,0.392116,-113.533,0.37731,0.200452,2.352261,2.44343E+11,
26657408,0.347291,2.417679,1.30219,2889.73,1.30189,2889.26,17.5,2887.1,121.9,-240,-49,259,-39.5,11.614,1.3019,0.0351675,0.750651,174.218,0.250873,174.218,0.750651,0.329864,2.404428,4.1115E+11,
26657664,0.522421,2.963637,1.30843,2899.3,1.31162,2904.19,26.4,2895.3,149.9,-215,408,178,414.7,11.452,1.3116,0.00833266,0.770612,-17.6345,0.369108,-17.6345,0.770612,0.503907,2.949555,2.83139E+11,
26657792,0.920152,2.45016,1.30772,2898.22,1.31162,2904.2,46.5,2895.2,123.9,-323,512,-7,506,11.437,1.3116,0.00771146,0.412118,-70.6745,0.506051,-70.6745,0.412118,0.909833,2.436931,2.73527E+11,
26659456,2.221027,2.711882,1.29775,2882.89,1.29876,2884.45,111.6,2877.5,136.4,-534,145,160,131.6,11.339,1.2988,0.00143214,0.172062,17.0593,0.581639,17.0593,0.172062,2.207728,2.70633,2.18273E+11,
26659584,1.93772,2.368729,1.30167,2888.92,1.30428,2892.94,97.6,2884.8,119.4,91,325,310,340.4,11.798,1.3043,0.0509105,0.380208,17.8814,0.574042,17.8814,0.380208,1.922797,2.36527,6.28058E+11,
26659712,1.984291,2.752739,1.30515,2894.27,1.30359,2891.88,100.1,2889.2,139,-48,-175,-548,-202.7,12.092,1.3036,0.138354,0.26428,-136.567,0.576003,-136.567,0.26428,1.971138,2.746485,1.23595E+12,
26659840,2.040795,2.873189,1.29896,2884.75,1.29957,2885.69,102.6,2879.3,144.6,-303,105,-289,79.5,11.546,1.2996,0.206568,0.412574,-63.2351,0.537169,-63.2351,0.412574,2.028217,2.86475,3.5156E+11,
26660096,2.662678,2.772691,1.30237,2890,1.30117,2888.16,134.1,2883.5,139.8,-395,-118,-404,-155.6,11.608,1.3012,0.0404087,0.729299,75.895,0.581094,75.895,0.729299,2.647932,2.768885,4.05509E+11,
26660224,2.897848,2.679945,1.29921,2885.14,1.30018,2886.63,145.7,2878.3,134.9,-268,152,-251,126.4,11.967,1.3002,0.0159794,0.721949,-34.7799,0.57005,-34.7799,0.721949,2.881957,2.681147,9.2683E+11,
26660352,2.440324,2.990326,1.3033,2891.43,1.30318,2891.25,122.95,2884.87,150.84,151,93,107,-15,11.691,1.3032,0.471272,0.411797,-1.55917,0,-1.55917,0.411797,2.427299,2.986782,4.90908E+11,
26660480,2.888918,2.933315,1.3058,2895.27,1.30705,2897.19,145.73,2887.8,148.16,-123,153,19,162.6,11.778,1.3071,0.00383704,0.144429,-140.942,0.316426,-140.942,0.144429,2.876822,2.93628,5.99791E+11,
29429760,0.101769,0.163627,1.29026,2871.32,1.29264,2874.99,5.1,2871.3,8.2,195,310,279,311.1,12.007,1.2926,0.0254465,0.241113,15.9708,0.43357,15.9708,0.241113,0.08947,0.157301,1.01625E+12,
29429888,0.199594,0.243503,1.28982,2870.64,1.29249,2874.76,10,2870.6,12.2,-101,348,220,348.6,12.284,1.2925,0.707469,0.754837,142.828,0,142.828,0.754837,0.185681,0.235576,1.92309E+12,
29430016,0.021986,1.11915,1.28757,2867.15,1.29302,2875.59,1.1,2866.6,56,-158,710,231,714.3,11.361,1.293,0.01742,0.755114,67.0786,0.524012,67.0786,0.755114,0.007218,1.102432,2.29615E+11,
29430144,0.212374,0.250241,1.29491,2878.51,1.29718,2882,10.67,2878.47,12.57,167,224,164,295.4,12.92,1.2972,0.657156,0.454246,170.964,0,170.964,0.454246,0.198509,0.242539,8.31764E+12,
29430272,0.348212,0.264094,1.29476,2878.28,1.29516,2878.89,17.49,2878.2,13.27,114,-19,-584,51.6,13.469,1.2952,0.0289299,0.198967,77.1103,0.363044,77.1103,0.198967,0.333142,0.256289,2.94442E+13,
29430400,0.015927,1.074916,1.29491,2878.51,1.29895,2884.74,0.8,2878,54,231,519,443,527.3,11.409,1.299,0.0280376,0.606943,73.7019,0.211966,73.7019,0.606943,6.93E-04,1.059128,2.56448E+11,
29430528,1.246493,0.51732,1.2885,2868.6,1.29066,2871.93,62.4,2867.8,25.9,3,281,151,282.4,11.945,1.2907,0.0654459,0.635308,130.447,0.897775,130.447,0.635308,1.225634,0.503521,8.81049E+11,
29430656,0.990405,0.398527,1.2929,2875.4,1.29586,2879.98,49.7,2874.9,20,59,386,46,387.3,11.417,1.2959,0.0193102,0.509687,56.1863,0.12182,56.1863,0.509687,0.970695,0.38565,2.61216E+11,
29430784,1.607378,0.463443,1.29628,2880.63,1.30058,2887.24,80.8,2879.4,23.3,-53,561,75,559.9,11.619,1.3006,0.197665,0.667899,144.624,0,144.624,0.667899,1.585426,0.45047,4.15911E+11,
29430912,1.318239,0.937735,1.29455,2877.95,1.29718,2882.01,66.2,2876.8,47.1,93,338,217,343.6,13.443,1.2972,0.293278,0.187056,-59.4909,0,-59.4909,0.187056,1.297863,0.92502,2.77332E+13,
29431040,0.133794,1.658977,1.28967,2870.41,1.2926,2874.94,6.7,2869.2,83.1,-67,377,231,383.4,11.529,1.2926,0.00531924,0.623744,-8.15794,0.170141,-8.15794,0.623744,0.119771,1.642928,3.38065E+11,
29431168,0.134418,2.317344,1.2874,2866.89,1.28595,2864.64,6.72,2864.54,115.92,-184,-47,70,-190.2,11.969,1.2859,0.0115355,0.341306,-17.3529,0.403902,-17.3529,0.341306,0.121004,2.302613,9.31108E+11,
29431296,0.014676,1.401981,1.29273,2875.13,1.29721,2882.06,0.74,2874.27,70.35,-180,127,190,586.2,12.581,1.2972,0.354682,0.343361,-51.5386,0,-51.5386,0.343361,0.001484,1.384866,3.81066E+12,
29431424,0.282704,2.188885,1.2959,2880.04,1.29642,2880.84,14.2,2877.9,110,47,43,656,68.3,11.331,1.2964,0.0172854,0.223518,137.126,0.199052,137.126,0.223518,0.266909,2.172303,2.14289E+11,
29431552,1.000044,1.43881,1.29034,2871.44,1.29472,2878.22,50.1,2870.1,72.1,123,569,86,573,11.753,1.2947,0.00689098,0.235598,76.0532,0.399539,76.0532,0.235598,0.979968,1.424944,5.66239E+11,
29431680,1.430299,1.304088,1.28891,2869.24,1.29395,2877.02,71.6,2867.6,65.3,-187,658,251,658.7,11.829,1.2939,0.0215575,0.621222,42.5957,0.321431,42.5957,0.621222,1.411111,1.290915,6.74528E+11,
29431808,1.560595,1.589887,1.2934,2876.17,1.29664,2881.18,78.3,2874,79.8,-274,428,131,423.9,11.338,1.2966,0.0192959,0.655121,-24.6438,0.321642,-24.6438,0.655121,1.542691,1.579294,2.17771E+11,
29431936,1.562207,1.687044,1.29394,2877.02,1.29617,2880.45,78.4,2874.7,84.7,-90,304,-377,290.2,12.138,1.2962,0.339156,0.925348,171.374,0,171.374,0.925348,1.544364,1.67554,1.37404E+12,
29432064,1.399235,1.341447,1.29738,2882.31,1.29929,2885.26,70.36,2880.66,67.48,-95,-18,-160,249.4,11.445,1.2993,0.0175908,0.625093,-61.3638,0.334081,-61.3638,0.625093,1.379325,1.328299,2.78612E+11,
29432192,1.870585,0.10978,1.28975,2870.53,1.2931,2875.71,93.7,2869,5.5,563,419,121,437.4,12.486,1.2931,0.0386149,0.851228,-156.604,0.307924,-156.604,0.851228,1.848192,0.098262,3.06196E+12,
29432320,2.504082,0.560846,1.29008,2871.04,1.29045,2871.62,125.43,2868.16,28.1,609,-238,405,48.7,13.136,1.2905,6.79E-04,0.550389,111.38,0.66507,111.38,0.550389,2.486314,0.54808,1.36773E+13,
29432448,2.187999,0.073924,1.2939,2876.95,1.29536,2879.2,109.84,2874.85,3.71,-17,10,930,190.4,13.439,1.2954,0.00329335,0.70502,-123.58,0.668687,-123.58,0.70502,2.166134,0.064919,2.74789E+13,
29432576,1.882189,0.635896,1.2922,2874.33,1.29402,2877.14,94.4,2872.6,31.9,-281,250,-275,237.6,11.766,1.294,0.00527396,0.913818,26.112,0.127027,26.112,0.913818,1.859023,0.622708,5.83445E+11,
29432704,2.332916,1.004568,1.29246,2874.72,1.2953,2879.1,117,2871.9,50.4,-6,370,61,370.5,11.707,1.2953,0.00697989,0.559431,128.283,0.127265,128.283,0.559431,2.311026,0.994,5.09331E+11,
29433088,2.894669,0.289142,1.29154,2873.3,1.29313,2875.76,145.1,2869.6,14.5,334,195,-753,207.8,11.37,1.2931,0.0924078,0.917955,34.6022,0.286443,34.6022,0.917955,2.873624,0.278721,2.34423E+11,
29433344,2.695198,0.747794,1.29155,2873.32,1.29456,2877.96,135.1,2869.9,37.5,304,383,-327,392.6,11.445,1.2946,0.0296265,0.919799,-29.8544,0.227361,-29.8544,0.919799,2.676536,0.733217,2.78612E+11,
